"CORFE CASTLE CREECH GRANGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1561,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,,,,8.13,,,,
February,,,,,,,,2.04,,,,
March,,,,,,,,3.54,,,,
April,,,,,,,,5.30,,,,
May,,,,,,,,2.66,,,,
June,,,,,,,,0.91,,,,
July,,,,,,,,3.93,,,,
August,,,,,,,,4.45,,,,
September,,,,,,,,2.77,,,,
October,,,,,,,,3.24,,,,
November,,,,,,,,9.38,,,,
December,,,,,,,,1.82,,,,
Total,,,,,,,,48.17,33.88,46.07,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.17,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,33.88,46.07,,
