"DUNKELD INVER BRAUN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,,,,4.80,2.00,1.94,,
February,,,,,,,,2.14,1.31,5.35,,
March,,,,,,,,1.65,0.61,3.04,,
April,,,,,,,,3.64,2.22,2.64,,
May,,,,,,,,2.59,4.27,2.48,,
June,,,,,,,,4.41,2.72,4.52,,
July,,,,,,,,2.82,0.55,3.71,,
August,,,,,,2.77,1.53,5.80,4.47,5.25,,
September,,,,2.02,,4.70,2.76,2.38,3.44,3.25,,
October,,,,,,,4.33,6.77,4.26,0.74,,
November,,,,,,,,5.61,1.78,1.22,,
December,,,,,,,,3.46,2.00,2.41,,
Total,,,,,,,,46.07,29.63,36.55,,
Calc annual,0.00,0.00,0.00,2.02,0.00,7.47,8.62,46.07,29.63,36.55,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,,
