"HOLMWOOD DORKING",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,7.14,5.00,2.02,4.38,1.21,7.59,2.63,3.31,,
February,,,2.03,2.16,2.42,1.88,4.01,2.36,2.40,4.48,,
March,,,2.82,2.17,0.71,0.86,3.87,2.94,1.03,0.82,,
April,,,0.90,0.93,2.56,1.11,2.66,3.41,2.80,3.10,,
May,,,3.13,1.39,1.68,1.96,0.81,2.44,4.04,4.39,,
June,,,2.80,2.46,5.11,3.08,2.20,1.78,1.14,5.63,,
July,,2.39,2.98,2.23,2.50,4.91,0.65,4.88,0.77,4.10,,
August,,1.71,1.74,2.83,2.82,1.22,3.38,3.30,4.87,5.46,,
September,,6.77,2.21,2.80,3.80,3.02,4.35,2.09,1.09,4.25,,
October,,1.41,8.82,4.10,5.51,5.58,2.07,3.19,3.77,1.02,,
November,,0.80,4.84,2.44,3.57,4.84,3.00,7.29,3.70,1.32,,
December,,2.34,5.50,0.69,2.34,1.49,8.17,2.49,1.99,0.83,,
Total,32.50,-999.00,44.91,29.20,35.04,34.33,36.38,43.76,30.23,38.71,,
Calc annual,0.00,15.42,44.91,29.20,35.04,34.33,36.38,43.76,30.23,38.71,,
Difference,32.50,-1014.42,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
