"WEEDON BECK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,2.20,2.99,2.24,3.55,1.16,2.37,,
February,,,,,1.81,1.26,2.63,2.16,1.65,2.84,,
March,,,,,0.85,0.88,3.00,2.03,0.65,0.79,,
April,,,,,1.28,2.08,3.67,3.14,1.97,2.32,,
May,,,,,0.76,1.84,0.57,2.40,4.46,2.93,,
June,,,,,0.30,3.44,1.67,0.77,2.70,4.77,,
July,,,,,1.19,6.91,0.82,3.70,0.90,3.51,,
August,,,,,2.15,1.03,1.67,4.00,4.88,3.33,,
September,,,,,3.31,2.83,5.67,1.60,2.11,2.98,,
October,,,,,3.16,8.70,1.51,1.58,2.54,0.56,,
November,,,,,2.64,4.17,3.41,2.68,3.32,0.98,,
December,,,,,1.78,1.12,5.61,1.85,1.72,0.50,,
Total,,,,,21.43,37.25,32.47,29.46,28.06,27.88,,
Calc annual,0.00,0.00,0.00,0.00,21.43,37.25,32.47,29.46,28.06,27.88,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,,
