"BELFAST LINEN HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR132,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,3.01,,,,,4.63,1.66,6.72,3.81,2.21,,
February,2.75,,,,,1.14,3.93,3.28,2.15,1.66,,
March,1.52,,,,,1.25,3.39,3.15,1.35,1.79,,
April,1.41,,,,,0.28,1.72,4.41,1.04,1.66,,
May,2.88,,,,,1.64,0.47,2.27,3.86,3.32,,
June,1.19,,,,,3.09,2.83,2.40,2.91,5.31,,
July,2.01,,,,,2.79,2.04,3.37,1.42,5.51,,
August,2.69,,,,,2.43,2.98,3.47,2.85,3.63,,
September,3.09,,,,,3.47,3.54,2.33,2.76,4.88,,
October,10.16,,,,,4.79,5.08,3.99,2.95,1.75,,
November,1.16,,,,,3.84,3.75,5.02,1.75,0.89,,
December,2.51,,,,,1.85,7.56,3.77,1.94,1.43,,
Total,34.38,,,,,31.20,38.95,44.18,28.79,34.04,,
Calc annual,34.38,0.00,0.00,0.00,0.00,31.20,38.95,44.18,28.79,34.04,,
Difference,0.00,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,,
