"CHESTERFIELD GAS WORKS",,,,,,,,,,,,
Grid ref,SK375711,Long,-1.439628,Lat,53.235615,,,,,,,
Station no,RR1292,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.25,2.24,1.19,3.31,3.15,1.00,3.53,0.67,,1.30,,
February,4.28,1.20,1.71,1.51,3.94,1.37,3.08,1.95,,0.65,,
March,0.70,2.49,1.73,3.54,2.08,2.61,1.72,2.11,,3.43,,
April,1.01,1.16,2.90,1.63,1.50,1.91,0.56,1.47,,1.13,,
May,1.08,0.91,2.40,3.02,1.79,0.27,2.08,3.15,,1.41,,
June,2.96,1.09,1.15,1.24,0.76,3.31,1.86,3.60,,2.58,,
July,3.60,5.21,1.62,2.53,2.42,1.62,0.58,1.62,,2.30,,
August,4.03,0.93,4.17,4.71,3.69,2.93,1.26,2.01,,2.12,,
September,0.41,0.76,1.57,3.03,1.12,1.14,0.69,0.46,,1.99,,
October,2.51,1.64,2.65,6.15,0.36,1.34,6.08,5.23,,3.22,,
November,2.02,3.75,2.36,1.66,1.39,3.37,2.61,2.19,,0.34,,
December,4.19,5.95,2.00,1.53,1.30,0.53,1.96,2.25,,5.65,,
Total,31.04,27.33,25.45,33.86,23.50,21.40,26.01,26.71,,26.12,,
Calc annual,31.04,27.33,25.45,33.86,23.50,21.40,26.01,26.71,0.00,26.12,,
Difference,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,NaN,0.00,,
