ASHFORD-BEAVER-GREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TR000414,Long,0.857448,Lat,51.136933,Elevation,155,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,1.42,3.3,1.48,5.99,1.74,2.9,0.31,1.32,1.37,2.35,2.85,2.55,5.02,2.03,0.79,0.97,2.64,3.33,0.78,2.95,3.66,2.93,0.78,3.07,0.64,2.49,3.57,0.78,1.11,2.48,3.79,1.37,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,1.08,0.55,2.88,2.64,1.75,4.36,3.25,1.66,1.71,4,1.91,3.4,0.7,0.51,3.09,2.63,1.13,0.02,2.92,4.72,1.74,0.47,0.55,2.34,1.26,2.34,5.59,2.1,1.2,1.32,2.74,0.87,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,0.42,0.65,3.36,3.15,1.96,1.04,0.66,2.35,1.96,1.42,1.72,1.6,1.4,1.58,4.42,1.75,2.72,2.42,2.09,0.42,1.69,2.16,2.7,4.31,2.28,1.13,1.36,2.34,1.52,1.99,1.65,3.46,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,1.96,0.72,1.84,2.56,2.85,3.89,1.73,0.93,3.08,1.92,2.42,1.93,1.64,2.02,1.35,2.01,2.49,0.59,1.42,0.02,2.84,1.62,0.83,2.33,1.6,2.69,0.91,2.32,0.7,2.42,1.37,2.83,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.78,1.39,1.61,2.16,4.2,4.21,0.42,1.3,1.83,2.29,0.37,2.94,3.35,1.71,1.01,2.02,1.19,3.08,0.43,0.9,3.63,0.16,0.43,1.37,4.21,1.61,1.36,1.15,2.16,1.88,1.98,1.11,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,1.89,2.34,1.94,1.67,1.78,3.99,3.08,3.02,2.56,2.12,1.13,1.28,0.69,0.75,2.55,1.14,2.87,1.75,4.54,0.84,2.97,0.17,3.08,2.09,2.01,1.1,2.75,1.78,2.01,3.59,1.15,5.4,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,0.97,5.14,0.48,3.65,1.94,4.12,3,1.68,3.67,2.69,3.05,0.2,3.02,1.3,5.58,2.49,3.91,3.62,2.4,3.06,5.57,3.5,1.18,1.2,0.93,1.49,1.17,2.73,2.07,4.4,2.18,0.88,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,1.88,2.31,2.44,2.76,4.69,4.03,2.6,4.01,1.7,0.73,0.88,0.38,1.52,3.52,1.44,2.99,4.26,5.28,4.21,1.63,1.77,2,2.68,3.6,1.43,1.45,1.77,1.21,4.42,3.69,1.58,2.48,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,2.52,2.46,2.82,1.26,1.54,3.24,3.45,3.16,3.81,3.29,3.62,4.56,1.76,2.69,1.36,1.69,1.47,0.68,2.13,3.32,4.16,0.49,5.37,2.34,0.87,3.16,0.9,1.02,1.25,1.85,1.54,2.09,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,3.24,4.91,2.07,3.38,3.52,0.77,8.44,4.87,5.4,2.93,2.3,4.76,3.36,2.05,2.03,9.06,1.35,5.54,7.55,3.58,4.8,3.92,6.21,0.38,2.72,2.6,2.14,2.16,1.95,4.64,2.04,2.03,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
