SITTINGBOURNE-SHARSTED-COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ951582,Long,0.796628,Lat,51.289506,Elevation,287,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,2.56,4.97,2.23,1.06,0.99,2.85,2.62,0.44,3.04,2.68,2.49,0.93,2.53,0.42,2.85,3.58,0.67,0.69,2.11,3.39,0.88,2.82,0.45,1.07,0.58,1.86,1.09,1.93,3.04,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,3.48,0.61,0.51,1.87,2.45,0.82,0.08,2.12,4.42,1.86,0.64,0.33,2.13,1.12,2.18,5.22,1.37,1.07,1.49,2.66,0.94,1.7,1.57,1.11,1.89,3.62,0.75,1.4,0.44,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,1.41,1.4,2.16,3.57,2.14,2.66,3.29,2.46,0.43,1.36,1.36,2.95,4.26,2.07,0.36,1.25,2.3,1.21,2.26,1.99,2.2,1.46,0.61,2.23,2.62,1.28,1.44,2.79,1.56,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,1.31,2.05,2.03,1.29,2.69,2.92,0.63,1.61,0.01,2.34,1.59,0.54,1.54,1.04,2.8,0.85,1.76,0.51,1.92,1.49,2.12,0.78,2.01,1.91,1.32,2.1,1.59,0.03,1.71,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,3.4,2.09,2.19,0.74,2.32,1.27,2.92,0.51,0.95,1.88,0.18,0.07,1.26,3.97,1.88,1,0.66,1.82,3.15,1.65,1.29,1.9,1.73,1.39,1.08,2.4,0.97,0.78,0.8,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,1.16,0.31,1.49,2.14,2.64,1.83,2.41,2.89,0.84,2.19,0.24,4.38,2.4,2.47,1.2,2.99,0.63,2.09,5.49,1.57,5.85,2.37,1.61,0.7,2.81,3.59,1.77,2.32,0.37,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,0.2,3,0.76,4.92,2.49,4.13,3.06,2.76,3.53,4.79,3.22,1.39,0.25,0.5,0.76,1.16,1.25,1.11,4.75,1.68,0.67,1.88,1.72,2.53,1.73,2.14,0.22,0.83,2.1,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,0.96,1.59,2,1.62,2.4,3.31,3.26,5.14,0.75,1.55,1.41,1.92,2.44,1.61,0.8,2.46,1.35,2.88,2.76,1.31,2.06,0.31,1.45,2.86,1.94,1.73,1.6,4.5,1.37,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,4.68,4.29,1.6,2.97,0.89,1.62,1,0.76,1.9,2.4,3.12,0.55,5.84,2.26,0.44,2.85,0.47,1.06,1.01,2.26,0.86,1.67,1.79,0.38,1.2,2.71,0.73,1.3,2.39,1.54,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,1.85,4.3,2.84,2.09,1.75,6.71,1.01,5.76,8.23,3.56,5.09,3.21,5.47,0.33,1.84,2.8,1.54,1.29,1.68,4.51,1.82,2.07,3.03,4.36,1.34,5.23,0.71,3.72,2.61,4.03,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
