BRACKLEY-NORTHAMPTONSHIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP585366,Long,-1.148817,Lat,52.02474,Elevation,387,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,1.44,,,,,,,,,,,,,,,,0.5,2.41,1.68,3.01,3.65,1.65,3.14,2.82,0.67,0.78,2.29,2.2,0.94,2.38,1.96,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,1.5,,,,,,,,,,,,,,,,3.15,3.7,2.04,5.9,0.82,2.92,0.84,0.82,2.97,2.09,0.73,0,1.29,2.61,1.83,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,3.13,,,,,,,,,,,,,,,,1.53,2.6,1.16,1.73,2.51,1.16,1.97,1.32,3.13,2.84,1.32,1.78,0.67,0.22,1.42,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,1.29,,,,,,,,,,,,,,,,1.92,0.65,4.32,1.16,1.93,1.7,1.77,1,1.68,3.14,0.78,1.11,0.88,0.11,1.84,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,2.03,,,,,,,,,,,,,,,,1.14,1.18,1.89,1.49,1.17,2.55,4.88,1.9,0.81,4.33,2.34,3.25,1.18,1.81,1.5,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,1.29,,,,,,,,,,,,,,,,2.3,1.78,4.23,2.97,1.96,1.91,0.6,1.87,2.82,0.73,1.97,2.23,1.99,1.12,2.43,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,0.54,,,,,,,,,,,,,,,3.84,6.51,4.23,3.22,4.89,2.05,0.13,3.78,0.64,6.29,3.2,4.29,1.96,1.53,3.24,3.38,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,0.54,,,,,,,,,,,,,,,4.76,0.62,4.86,2.53,0.99,1.48,1.63,1.32,0.71,1.94,2.33,1.23,4.34,2.41,2.12,1.85,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,2.7,,,,,,,,,,,,,,,3.7,5.34,1.34,3.41,6.25,1.43,3.34,1.67,2.83,0.85,2.45,1.2,1.06,3.03,0.72,1.66,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,,,,,,,,,,0.7,5.4,3.07,7.35,3.32,1.33,3.98,4.47,2.5,0.41,3.27,1.32,6.16,3.95,3.16,3,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
