GUILDFORD-BRIARFIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU989486,Long,-0.5844,Lat,51.2282,Elevation,300,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,2.36,3.33,1.1,5.04,1.03,1.48,,2.2,1.42,3.37,,0.76,5.32,1.09,1.21,3.32,4.49,3.13,2.45,3.53,1.59,2.67,2.34,3.88,2.34,3.61,1.44,4.19,1.56,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,1.53,4.02,0.55,2.19,1.42,1.05,,3.39,1.27,2.39,,4.4,5.5,5.11,1.1,1.25,2.52,0.34,0.3,2.49,4.32,0.57,4.51,2.85,4.59,1.79,0.68,0.92,1.46,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,2.95,1.29,3.55,1.44,0.99,3.01,,1.09,2.17,3.89,,4.7,0.75,4.68,1.99,1.04,4.18,1.94,1.02,2.3,3.16,1.13,0.71,0.29,3.79,2.24,0.06,1.25,0.35,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,1.91,1.21,1.05,0.27,4.6,2.76,,1.69,1.69,0.15,,1.25,1.37,1.01,2.22,2.79,2.76,3.87,1.05,2.72,2.64,3.62,2.6,3.16,1.88,1.96,0.87,1.96,3.73,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,2.84,3.09,0.91,1.98,2.07,2.26,,2.2,1.1,1.34,,1.39,3.22,2.17,1.24,1.84,0.18,0.76,1.26,0.83,2.88,2.85,2.93,1.62,1.1,2.3,2.64,2.6,2.96,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,4.85,0.87,5.5,2.09,2.13,1.47,,3.86,3.22,3.47,,1.11,1.03,2.18,1.91,1.27,1.21,1.03,0.13,1.29,0.38,3.17,0.06,2.96,3.3,2.4,1.67,0.61,1.7,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,5.57,1.4,1.07,0.4,1.45,2.15,,2.56,1.14,1.86,,1.76,5.28,1.19,5.16,4.63,2.46,5.52,0.51,4.26,2.01,4.06,3.82,1.29,1.95,2,1.46,2.62,4,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,3.54,1.4,3.64,1.94,2.92,4.1,,2.3,0.95,5.75,,1.51,1.64,3.83,5.29,1,2.72,1.73,1.34,2.59,1.82,2.06,3.54,1.19,3.61,1.89,2.4,3.54,3.2,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,3.7,2.06,2.3,1.79,0.64,1.76,,1.01,1.33,4.16,,1.31,2.19,2.34,1.64,4.94,1.92,2.43,1.06,1.69,1.37,4.01,2.93,1.72,4.82,1.6,0.13,4.12,2.14,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,6.28,2.39,1.49,5.02,5.15,2.86,,3.51,3.85,3.47,,1.93,2.78,5.07,3.52,1.25,0.74,2,0.93,1.03,6.39,3.64,3.01,2.44,1.8,5.58,3.8,1.23,0.55,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
