"AYSGARTH VICARAGE",,,,,,,,,,,,
Grid ref,SE014883,Long,-1.979995,Lat,54.290324,,,,,,,
Station no,RR1315,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,1.61,6.89,,,,,,,,
February,,,1.16,6.03,,,,,,,,
March,,,1.93,7.70,,,,,,,,
April,,,1.62,1.64,,,,,,,,
May,,,2.61,3.60,,,,,,,,
June,,,1.31,1.86,,,,,,,,
July,,,2.27,2.85,,,,,,,,
August,,,2.40,4.27,,,,,,,,
September,,,1.36,4.36,,,,,,,,
October,,,3.58,9.74,,,,,,,,
November,,,2.42,1.86,,,,,,,,
December,,,4.91,3.06,,,,,,,,
Total,,,27.18,53.86,,,,,,,,
Calc annual,0.00,0.00,27.18,53.86,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
