"DUNFORD BRIDGE (HARDEN)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3165,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,,,7.51,7.29,4.03,,
February,,,,,,,,2.92,5.94,3.38,,
March,,,,,,,,1.86,4.44,4.77,,
April,,,,,,,,0.79,3.08,4.00,,
May,,,,,,,,4.28,2.81,1.24,,
June,,,,,,,,5.10,3.50,0.93,,
July,,,,,,,,4.73,8.24,4.83,,
August,,,,,,,,5.51,2.02,2.08,,
September,,,,,,,,2.75,2.65,5.00,,
October,,,,,,,,12.95,4.13,6.02,,
November,,,,,,,,6.82,9.71,9.93,,
December,,,,,,,,5.39,5.49,5.80,,
Total,,,,,,,,60.61,59.30,52.01,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.61,59.30,52.01,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,,
