"PLYMOUTH HOSPITAL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,,
January,6.38,,,,,,,,,,,
February,2.19,,,,,,,,,,,
March,1.74,,,,,,,,,,,
April,4.11,,,,,,,,,,,
May,3.97,,,,,,,,,,,
June,0.25,,,,,,,,,,,
July,0.23,,,,,,,,,,,
August,1.28,,,,,,,,,,,
September,2.64,,,,,,,,,,,
October,2.14,,,,,,,,,,,
November,7.43,,,,,,,,,,,
December,3.09,,,,,,,,,,,
Total,35.45,,,,,,,,,,,
Calc annual,35.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
