"WIGAN W.W. (WORTHINGTON) NEW GAUGE",,,,,,,,,,,,
Grid ref,SD582103,Long,-2.632919,Lat,53.587606,,,,,,,
Station no,2995/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.97,3.79,1.89,3.11,2.85,5.45,2.43,3.61,2.89,5.57,,
February,2.87,1.18,1.25,3.60,2.38,0.82,2.98,6.48,0.37,3.03,,
March,4.47,2.09,1.41,2.68,1.92,1.56,2.98,2.08,1.92,1.92,,
April,2.21,3.77,2.86,0.88,2.21,2.40,0.87,1.24,2.62,2.32,,
May,2.49,2.56,2.13,2.52,4.00,1.49,2.06,4.40,1.68,3.00,,
June,1.18,3.27,2.42,2.96,3.89,2.10,1.84,4.42,2.24,1.42,,
July,3.19,1.71,4.03,5.79,0.89,5.11,5.04,4.11,4.56,6.96,,
August,5.25,3.58,4.32,5.44,1.59,11.20,6.11,4.81,0.37,5.15,,
September,3.32,3.83,4.51,4.29,4.20,3.26,6.65,4.54,0.30,3.68,,
October,0.69,5.27,2.01,7.29,2.29,2.50,4.92,3.88,4.50,4.04,,
November,8.65,2.69,4.71,7.21,2.09,1.63,1.94,1.96,5.24,6.94,,
December,7.61,3.96,1.49,4.98,5.06,3.55,4.25,3.98,7.07,4.36,,
Total,45.90,37.70,33.03,50.75,33.37,41.07,42.07,45.51,33.76,48.39,,
Calc annual,45.90,37.70,33.03,50.75,33.37,41.07,42.07,45.51,33.76,48.39,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
