"TODMORDEN (SOUSHALL HOSPITAL)",,,,,,,,,,,,
Grid ref,SD918246,Long,-2.125731,Lat,53.717746,,,,,,,
Station no,3240,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.47,6.94,,,,,,,,,,
February,5.21,2.04,,,,,,,,,,
March,6.42,3.34,,,,,,,,,,
April,3.17,3.85,,,,,,,,,,
May,2.94,2.07,,,,,,,,,,
June,1.59,4.25,,,,,,,,,,
July,4.40,2.79,,,,,,,,,,
August,6.46,6.52,,,,,,,,,,
September,3.54,4.22,,,,,,,,,,
October,1.36,6.72,,,,,,,,,,
November,11.20,,,,,,,,,,,
December,10.68,,,,,,,,,,,
Total,62.44,,,,,,,,,,,
Calc annual,62.44,42.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
