"TODMORDEN SOURHALL HOSPITAL",,,,,,,,,,,,
Grid ref,SD947246,Long,-2.081788,Lat,53.717784,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,7.42,3.86,4.69,6.27,6.06,3.05,8.40,2.75,5.04,3.60,,
February,5.66,2.33,2.69,6.28,5.36,3.36,4.56,3.38,4.98,3.90,,
March,1.10,5.23,2.97,7.37,3.43,4.45,4.27,4.53,4.32,4.12,,
April,3.50,3.17,3.11,2.81,4.21,4.08,2.19,3.13,3.25,4.48,,
May,2.50,1.96,4.17,4.22,3.52,0.93,4.68,4.97,3.65,2.72,,
June,4.62,2.39,1.80,1.43,1.42,3.06,1.79,8.50,2.12,3.12,,
July,3.38,1.90,3.63,4.18,2.30,2.82,2.98,3.16,5.15,7.58,,
August,7.39,3.19,4.05,6.51,6.25,5.64,4.97,4.79,5.28,3.64,,
September,2.28,1.89,2.21,6.60,1.92,3.86,1.70,1.03,4.78,3.46,,
October,7.07,4.96,5.09,12.97,2.52,4.97,9.28,6.05,2.62,7.23,,
November,5.62,9.15,3.34,3.93,4.85,5.85,6.18,4.37,4.09,2.46,,
December,7.50,7.29,5.80,3.63,4.12,1.41,5.76,6.50,4.08,7.53,,
Total,58.04,47.32,43.55,66.20,45.96,43.48,56.76,53.16,49.36,53.84,,
Calc annual,58.04,47.32,43.55,66.20,45.96,43.48,56.76,53.16,49.36,53.84,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
