BEWDLEY-MAWLEY-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO688752,Long,-2.4597165,Lat,52.373947,Elevation,450,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869
January,,,,,,1.95,2.3,4.03,0.24,1.77,4.27,2.79,2.64,3.22,1.26,1.73,2.73,2.75,1.33,3.37,,,,,,,,,,,,0.54,,,,,,,,
February,,,,,,2.95,2.04,3.3,3.87,1.7,2.62,1.98,1.28,3.13,3.82,1.11,0.97,1.4,4.17,1.53,,,,,,,,,,,,2.63,,,,,,,,
March,,,,,,2.19,5,1.26,1.1,2.12,0.27,2.76,3.54,0.92,2.15,1.16,2.08,1.69,3.18,0.5,,,,,,,,,,,,3.2,,,,,,,,
April,,,,,,1.49,3,1.55,2.26,1.43,0.68,1.13,0.12,2.02,0.49,1.32,4.31,1.25,2.95,3.89,,,,,,,,,,,,0.87,,,,,,,,
May,,,,,,4.75,0.55,1.42,3.3,1.78,2.58,2.61,1.81,3.89,0.25,2.01,1.35,3.67,0.89,2.86,,,,,,,,,,,,1.12,,,,,,,,
June,,,,,,2.11,2.19,3,3.68,4.82,1.68,3.32,1.11,2.72,0.35,2.99,2.76,2.01,4.76,1.22,,,,,,,,,,,,2.94,,,,,,,,
July,,,,,,0.95,2.7,1.78,1.9,5.85,2.44,1.47,2.29,1.23,2.89,3.54,3.14,1.75,2.5,2.54,,,,,,,,,,,,5.83,,,,,,,,
August,,,,,,0.85,1.85,4.22,2.05,2.53,1.95,3.99,1.3,4.3,2.36,3.18,4.23,1.01,5.19,1.19,,,,,,,,,,,,1.09,,,,,,,,
September,,,,,,4,2.09,1.9,0.9,3.45,3.09,4.56,2.02,0.78,3.67,2.76,1.69,2.29,4.09,5.21,,,,,,,,,,,,2.78,,,,,,,,
October,,,,,,4.35,3,3.5,2.66,4.36,1.45,3.09,0.83,4.91,2.77,1.49,3.79,4.11,3.38,3.62,,,,,,,,,,,,1.44,,,,,,,,
November,,,,,,3.03,5.65,2.92,4.75,5.14,5.73,3.86,7,2.81,2.88,2.88,1.28,1.66,1.17,1.17,,,,,,,,,,,,2.26,,,,,,,,
December,,,,,,0.54,2.55,2.3,2.02,2.75,0.28,3.26,1.15,0.49,0.67,3.74,0.91,5.01,3.08,3.69,,,,,,,,,,,,1.58,,,,,,,,
Total,,,,,,29.16,32.92,31.18,28.73,37.7,27.04,34.82,25.09,30.42,23.56,27.91,29.24,28.6,36.69,30.79,,,,,,,,,,,,26.28,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is Mawley Hall, altitudes do not match, OS figure used, stated altitude of 600ft. is too high for the area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1861 Record is called Mawley Gardens, which may have a slightly different NGR to the Hall. The observer , Mr W Hunter is the same, not explanion for huge gap in records",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
