"DALRY (BLAIRPARK)",,,,,,,,,,,,
Grid ref,NS246574,Long,-4.798235,Lat,55.778017,,,,,,,
Station no,1223655,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.25,8.10,4.10,6.95,4.25,5.05,7.15,8.85,2.75,5.65,,
February,4.10,3.55,3.85,7.45,4.00,1.30,5.65,6.35,3.05,7.25,,
March,4.85,5.55,1.50,4.75,2.10,3.75,7.35,2.40,5.20,3.15,,
April,3.25,2.75,3.85,3.50,6.72,1.50,3.10,2.50,4.40,7.75,,
May,2.55,2.00,3.95,4.35,5.45,3.75,2.85,5.40,2.80,3.55,,
June,2.65,5.10,1.85,5.45,5.35,4.70,3.15,3.10,4.20,4.80,,
July,6.20,6.10,6.35,6.00,1.25,7.80,7.85,5.90,7.40,6.90,,
August,6.10,6.55,5.85,7.30,1.58,7.25,6.04,6.00,1.85,4.80,,
September,6.65,4.35,7.75,9.10,5.55,6.75,4.90,5.70,2.30,4.70,,
October,2.35,8.45,4.60,12.35,4.65,3.10,7.55,5.75,8.41,3.65,,
November,8.65,3.55,11.55,10.25,4.00,3.35,3.90,3.75,6.44,10.00,,
December,10.55,7.50,6.95,8.45,9.55,7.85,6.90,9.20,13.00,9.35,,
Total,64.15,63.55,62.15,85.90,54.45,56.15,66.39,64.90,61.80,71.55,,
Calc annual,64.15,63.55,62.15,85.90,54.45,56.15,66.39,64.90,61.80,71.55,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
