WICKWAR-RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST722888,Long,-2.402743,Lat,51.597352,Elevation,260,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,3.41,4.19,2.23,4.42,2.06,1.02,0.94,3.4,3.84,1.19,1.73,2.89,2.66,0.54,2.21,0.41,4.34,3.94,1.66,1.56,3.59,3.67,0.78,4.67,1.36,1.99,1.44,2.73,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,3.53,1.48,3.41,0.6,0.74,1.2,1.44,0.54,0.03,1.31,3.78,3.18,0.12,0.41,3.21,1.33,3.47,5.9,1.01,0.78,1.51,4.02,0.54,1.92,1.72,1.46,0.51,4.43,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,1.05,2.64,1.23,2.82,2.47,3.58,4.3,0.95,1.67,0.65,0.48,2.41,3.11,3.17,3.94,0.43,0.87,1.17,2.41,1.66,4.12,1.28,4.49,2.03,0.93,2.49,3.21,0.66,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,0.67,1.12,1.91,2.15,1.82,2.01,4.29,1.02,1.27,1.1,0.12,3.06,1.69,1.09,2.54,2.08,2.05,1.25,2.71,1.39,2.54,1.78,2.47,0.95,2.88,2.67,2.97,2.49,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,1.37,1.36,2.34,4.79,2.19,1.6,2.55,2.42,3.28,1.52,1.22,2.13,0.25,0.25,1.44,3.18,2.31,2.1,1.62,2.01,4.13,2.02,0.23,1.75,2.69,1.45,1.24,1.53,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,2.89,3.04,1.64,0.69,1.26,3.52,0.57,2.98,1.57,3.13,1.61,1.84,2.66,1.69,2.94,1.04,1.5,2.63,2.5,2.2,3.59,1.11,3.33,2.48,4.13,0.3,2.88,4.86,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,4.11,3.3,0.97,3.47,0.77,6.12,3.12,3.21,4.88,4.21,3.53,2.8,4.41,1.12,1.18,0.79,0.68,1.16,2.42,0.78,3.61,3.58,0.61,1.67,3.4,2.35,2.25,2.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,1.53,2.64,2.21,2.01,1.46,2.29,3.06,2.89,6.71,3.4,2.43,3.09,4.06,2.29,7.56,3.33,1.3,3.46,2.55,3.79,3.71,3.43,3.86,1.74,1.9,5.71,2.83,6.36,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,4.59,1.67,4.35,2.65,3.43,1.06,2.14,1.72,2.1,2.84,1.28,3.72,1.18,7.9,3.13,1.54,1.76,0.62,2.08,2.26,3.03,2.13,1.22,0.6,0.65,2.55,3.93,0.33,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,2.42,1.03,3.19,5.28,2.42,0.84,2.85,1.27,7.9,2.98,4.67,4.49,2.6,4.79,1.39,6.2,3.19,3.74,1.5,1.59,7.2,0.59,1.6,5.32,6.01,1.85,6.3,4.65,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
