"HALIFAX BERMERSIDE OBSERVATORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1923,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,3.01,5.62,1.49,5.40,4.04,1.05,,
February,,,,,1.37,1.60,4.20,4.23,1.02,4.00,,
March,,,,2.82,4.13,0.75,5.14,3.77,1.99,2.18,,
April,,,,0.35,1.93,1.22,3.03,3.62,1.45,2.71,,
May,,,,1.97,1.47,1.65,1.30,3.72,5.33,1.58,,
June,,,,1.37,1.24,3.29,3.30,2.32,3.27,5.75,,
July,,,,2.67,3.55,6.04,1.64,3.18,1.19,4.72,,
August,,,,3.34,3.07,2.63,3.32,4.12,5.69,5.19,,
September,,,,2.46,2.74,4.52,5.05,4.23,4.01,2.06,,
October,,,,3.29,3.95,3.82,4.58,5.21,3.91,1.88,,
November,,,,3.40,3.76,5.29,4.47,4.45,2.91,1.64,,
December,,,,0.97,3.19,1.76,9.17,4.75,3.30,2.72,,
Total,,,,,33.41,38.19,46.69,49.00,38.11,35.48,,
Calc annual,0.00,0.00,0.00,22.64,33.41,38.19,46.69,49.00,38.11,35.48,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,-0.00,0.00,0.00,,
