HASLEMERE-HAZELHURST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU902345,Long,-0.713089,Lat,51.102716,Elevation,550,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,1.36,3.39,6.05,1.42,7.45,1.21,2.14,1.66,3.71,1.74,3.98,6.18,1,5.23,2.67,2.06,4.3,6.68,4.85,4.08,5.64,2.27,3.37,4.64,6.37,3.07,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,2.23,2.52,4.58,0.89,3.83,1.93,1.51,0.63,5.34,2.32,3.81,1.53,7.11,7.02,6.05,1.31,2.38,3.61,1,0.22,3.82,6.86,1,5.91,2.92,5.82,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,2.33,4.84,1.77,5.32,1.88,1.43,3.93,5.74,1.5,2.48,5.5,4.16,6.04,0.83,5.37,2.51,1.53,5.96,3.3,1.64,3.46,2.57,1.9,1,0.42,5.1,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,1.48,2.94,1.8,1.62,0.7,5.68,3.74,2.08,2.22,2.24,0.04,4.05,1.88,1.44,1.22,2.9,4.03,3.48,3.8,1.08,4.76,3.59,4.07,3.36,4,2.29,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,2.48,3.85,4,0.57,2.49,2.61,2.87,2.31,2.38,1.79,1.99,3.69,1.56,4.02,2.28,1.63,1.54,0.48,1.19,2.36,1.29,3.15,5.52,5.16,2.66,1.06,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,3.34,4.7,1.22,6.47,1.93,2.47,1.12,3.09,3.63,2.39,3.91,0.79,1.13,1.76,2.81,2.11,1.08,0.93,2.12,0.13,2.22,0.52,3.61,0.04,3.03,3.88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,1.18,3.95,1.2,0.85,0.62,1.44,2.82,3.32,3.05,0.77,2.79,2.81,3.15,4.66,1.18,4.34,4.45,2.03,5.21,0.4,5.17,1.48,5.08,4.24,1.99,5.32,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,4.29,4.98,2.58,3.81,1.95,2.81,5.46,2.53,3.42,1.34,6.5,1.48,1.91,2.11,3.74,7.12,1.24,3.77,1.94,2.32,3.42,3.23,3.67,4.93,1.64,5.12,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,1.34,3.67,2.18,2.3,2.12,0.6,2.47,2.83,0.48,1.54,4.43,4.09,1.7,2.5,3.14,2.38,6.3,1.54,3.09,0.99,1.91,2.05,6.37,3.25,0.77,7.64,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,2.83,9.07,2.77,2.23,6.31,7.47,3.01,8.58,4.3,5.65,4.78,5.36,2.3,4.63,7.29,5.33,1.96,0.62,2.7,0.6,1.04,7.37,5.06,4.64,2.78,3.41,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
