"BARROWFORD RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2988,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.63,7.88,3.42,4.23,3.25,3.12,4.25,4.10,10.55,1.83,6.89,
February,5.26,0.74,5.50,5.12,0.99,7.61,4.60,1.71,6.36,0.68,0.56,
March,3.15,4.60,2.38,1.83,1.49,1.43,2.54,3.70,1.89,1.40,2.66,
April,4.28,1.65,2.76,2.95,1.93,3.64,1.92,3.33,1.21,1.05,3.32,
May,5.62,1.96,1.87,5.04,4.63,4.35,3.74,1.85,1.17,2.77,2.90,
June,2.40,0.44,2.79,1.23,4.30,0.19,2.29,4.08,5.42,1.91,2.92,
July,7.09,2.69,5.60,4.46,3.92,1.88,3.14,3.83,2.51,3.46,5.40,
August,2.85,6.08,6.62,5.63,6.25,4.74,4.52,6.91,6.12,5.54,6.03,
September,2.08,2.59,3.67,5.85,4.34,3.67,4.70,6.48,1.15,2.13,3.28,
October,1.57,2.31,1.06,5.96,4.18,4.59,4.59,4.92,4.88,5.74,6.84,
November,2.80,2.39,2.55,6.74,4.34,2.33,6.01,4.95,6.42,6.87,5.44,
December,2.81,7.14,4.57,3.71,3.84,4.80,1.64,0.97,2.53,9.09,2.40,
Total,44.54,40.47,42.79,-999.00,43.46,42.35,43.94,46.83,50.21,42.47,48.64,
Calc annual,44.54,40.47,42.79,52.75,43.46,42.35,43.94,46.83,50.21,42.47,48.64,
Difference,0.00,0.00,0.00,-1051.75,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
