"KEYMER, THE LIMES",,,,,,,,,,,,
Grid ref,TQ313153,Long,-0.133299,Lat,50.922227,,,,,,,
Station no,494,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.31,,
February,,,,,,,,,,0.55,,
March,,,,,,,,,,4.39,,
April,,,,,,,,,,1.65,,
May,,,,,,,,,,1.46,,
June,,,,,,,,,,2.82,,
July,,,,,,,,,,3.43,,
August,,,,,,,,,,3.86,,
September,,,,,,,,,,3.75,,
October,,,,,,,,,,9.29,,
November,,,,,,,,,,1.37,,
December,,,,,,,,,,6.56,,
Total,,,,,,,,,,40.44,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.44,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
