HAMERTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL136796,Long,-0.3316355,Lat,52.40263,Elevation,170,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,1.67,1.24,0.48,2.27,2.52,0.37,0.53,2.37,0.37,2.01,2.48,0.97,2.37,1.73,2.23,1.76,2.17,0.67,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,1.99,0.56,0.78,1.08,0.19,0.81,1.42,0.99,1.22,0.53,0.28,0.88,1.69,3.08,1.11,1.03,1.95,1.42,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,1.18,0.14,1.75,0.69,1.73,0.76,1.32,2.01,1.46,3.79,1.01,3.06,1.45,1.42,1.66,1.52,1.3,1.05,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,2.72,1.11,0.34,1.49,1.89,1.97,1.73,0.79,1.77,1.54,1.13,0.81,0.77,2,2,1.34,2.47,0.73,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,2.1,2.34,2.82,1.68,0.78,2.95,2.97,3.9,1.51,2.24,0.75,2.42,1.52,1.4,4.01,0.28,4.51,0.71,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,5.46,2.29,1.4,1.31,2.09,0.88,3.13,3.53,2.56,2.16,3.16,1.3,2.38,2.86,1.35,0.4,1.04,1.09,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,4.84,2.63,4.07,1.29,1.74,1.99,1.66,1.07,6.83,2.31,0.85,0.31,3.11,2.78,2.34,0.84,0.22,1.55,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,2.4,1.07,0.64,2.86,4.75,3.3,2.25,2.37,0.45,1.92,1.85,0.55,4.11,3.03,2.52,2.75,1.46,1.69,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,2.86,0.85,1.45,2.22,2.32,1.43,2.79,2.84,1.67,4.55,1.84,1.59,0.41,2.97,1.5,2.97,2.99,1.54,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,2.91,1.73,4.77,1.99,4.79,3.09,2.41,1.37,1.27,2.32,2.22,1.45,5.25,2.16,2.17,2.43,1.13,2.57,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
