BODMIN-POLGWIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX074672,Long,-4.7151,Lat,50.4729,Elevation,340,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,2.22,2.84,5.64,1.93,5.37,8.96,1.66,6.09,2.22,2.35,3.63,6.94,8.37,4.05,6.16,4.05,7.74,5.36,8.68,7.93,8.24,3.39,8.37,4.82,5.48,3.64,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,3.26,0.83,6.79,2.53,5.13,1.92,4.8,10.47,8.09,1.47,3.35,6.53,1.13,0.51,4.49,11.94,2.15,7.73,4.09,4.87,4.68,2.89,2.08,3.67,0.1,4.56,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,6.28,5.36,1.49,3.58,6.57,5.76,8.74,0.95,4.35,4.43,2.4,4.51,4.13,3.57,4.14,2.03,2.93,1.44,0.94,4.69,7.53,0.55,3.17,4.14,2.65,4.27,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,2.91,2.52,3.25,2.38,0.62,5.2,2.57,1.82,1.39,2.53,2.1,3.87,5.24,0.99,4.18,4.21,4.02,4.08,2.78,2.94,2.17,1.16,3.35,2.64,3.2,2.04,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,2.23,1.34,2.28,0.93,2.35,4.14,1.7,2.67,1.75,2.89,0.86,2.42,1.96,3.13,1.78,3.18,4.46,5.96,1.91,1.12,2.06,4.21,2.56,4.77,5.04,3.58,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,0.65,3.49,2.34,3.49,8.04,2,3.3,2.66,2.37,4.64,1.47,1.07,2.43,0.09,1.67,1.27,2.56,0.01,4.09,3.47,2.86,3.01,0.86,3.32,2.85,3.42,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,1.78,3.08,3.01,2.97,1.18,4.99,0.82,6.31,4.61,2.52,1.85,4.06,0.81,6.13,1.29,4.1,1.5,5.72,3.44,1.72,4.6,2.47,2.06,3.45,7.84,3.91,2.64,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.61,5.08,1.76,4.02,2.13,10.88,0.63,3.68,1.91,3.32,7.79,3.25,3.19,2.52,3.71,4.39,3.1,5.63,4.87,3.05,4.45,3.81,3.92,6.7,5.2,1.38,1.79,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,1.4,3.85,1.63,0.28,2.97,1.42,3.58,4.26,2.27,2.88,1.79,8.04,2.27,3.4,1.11,4.07,4,5.11,4.42,1.2,8.29,2.44,0.8,5.81,4.46,5.84,2.28,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,9.47,2.46,7.16,6.91,4.62,5.51,6.25,3.39,8.28,6.52,7.3,4.63,1.11,8.52,1.12,1.81,7.88,8.28,5.72,3.02,2.83,7.83,8.48,6.85,1.44,8.94,6.63,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
