"WANDSWORTH, WANDSWORTH COMMON, LOXLEY RD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4444,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.56,1.75,2.34,1.19,2.81,1.83,2.32,1.76,,,,
February,0.68,0.21,1.85,3.06,0.55,3.12,2.88,3.51,,,,
March,1.49,1.08,1.73,2.07,0.55,0.82,0.21,2.62,,,,
April,2.70,1.36,2.81,1.36,3.58,1.82,3.86,2.08,,,,
May,0.85,1.27,1.00,2.41,3.17,1.88,1.57,1.28,,,,
June,2.57,0.25,1.33,0.40,3.94,0.14,3.49,3.78,,,,
July,3.86,0.17,3.88,2.40,4.02,3.77,1.81,,,,,
August,1.90,1.63,2.19,2.00,2.50,2.35,0.83,,,,,
September,3.71,1.98,2.08,1.23,2.86,2.16,1.72,,,,,
October,0.84,0.84,0.97,5.19,3.73,2.50,2.24,,,,,
November,1.19,1.95,1.36,1.64,2.77,1.61,5.09,,,,,
December,1.94,1.12,3.27,2.00,2.89,2.40,0.32,,,,,
Total,24.29,13.61,24.81,24.95,33.37,24.40,26.34,,,,,
Calc annual,24.29,13.61,24.81,24.95,33.37,24.40,26.34,15.03,0.00,0.00,0.00,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,
