"HOLT (THE ELMS)",,,,,,,,,,,,
Grid ref,ST866620,Long,-2.193827,Lat,51.356911,,,,,,,
Station no,1485,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.69,2.56,0.86,1.78,2.07,4.03,,,,,,
February,4.49,0.62,1.65,3.65,1.73,0.33,,,,,,
March,3.37,2.65,0.56,2.71,1.22,0.81,,,,,,
April,2.98,1.50,2.24,0.45,1.09,1.59,,,,,,
May,2.18,4.74,2.45,2.25,3.95,0.57,,,,,,
June,1.50,2.41,1.52,4.12,3.43,2.64,,,,,,
July,1.33,1.51,2.75,2.79,0.25,2.75,,,,,,
August,4.38,5.01,2.75,3.33,0.53,5.20,,,,,,
September,2.29,2.75,3.73,3.20,1.62,3.24,,,,,,
October,0.73,4.22,3.03,2.79,1.49,,,,,,,
November,7.11,4.12,1.49,5.52,2.89,,,,,,,
December,2.34,3.09,0.84,2.25,3.84,,,,,,,
Total,35.39,35.18,23.87,34.84,24.11,,,,,,,
Calc annual,35.39,35.18,23.87,34.84,24.11,21.16,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
