"THIRSK MOUNT ST JOHN",,,,,,,,,,,,
Grid ref,SE471850,Long,-1.278489,Lat,54.258510,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,0.59,,
February,,,,,,,,,,0.77,,
March,,,,,,,,,,3.66,,
April,,,,,,,,,,2.12,,
May,,,,,,,,,,0.99,,
June,,,,,,,,,,2.63,,
July,,,,,,,,,,2.78,,
August,,,,,,,,,,3.47,,
September,,,,,,,,,,2.27,,
October,,,,,,,,,,2.93,,
November,,,,,,,,,,0.82,,
December,,,,,,,,,,3.86,,
Total,,,,,,,,,,26.89,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.89,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
