"BRADFORD STUBDEN",,,,,,,,,,,,
Grid ref,SE058332,Long,-1.913433,Lat,53.795078,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,3.25,3.24,4.54,4.82,2.08,6.98,2.28,4.55,3.10,,
February,,1.98,1.59,5.48,4.42,2.23,3.26,3.39,3.68,3.53,,
March,,4.23,2.37,6.45,2.37,4.07,3.55,4.07,4.78,3.95,,
April,,3.43,2.17,2.54,2.88,3.20,2.06,3.10,3.38,4.66,,
May,,1.52,3.39,3.89,3.44,0.91,4.15,3.93,3.20,3.20,,
June,,1.44,2.21,1.63,1.45,2.86,1.88,7.43,2.56,3.08,,
July,,2.12,3.49,5.00,2.17,2.25,3.20,3.51,5.41,5.49,,
August,,2.67,4.36,4.78,5.00,6.81,5.48,4.17,3.56,3.65,,
September,,1.73,2.25,5.87,1.12,2.48,1.20,1.19,3.96,4.10,,
October,,2.75,5.04,12.12,1.62,3.92,8.01,6.59,3.18,4.96,,
November,,6.54,3.23,2.65,3.27,5.69,6.02,3.67,3.83,2.11,,
December,,5.27,4.85,2.56,3.19,1.51,4.50,6.06,3.92,6.79,,
Total,,36.93,38.19,57.51,35.75,38.01,50.29,49.39,46.01,48.62,,
Calc annual,0.00,36.93,38.19,57.51,35.75,38.01,50.29,49.39,46.01,48.62,,
Difference,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
