"KILPATRICK HILLS, BURNCROOKS RESERVOIR NO2 GAUGE",,,,,,,,,,,,
Grid ref,NS485796,Long,-4.430000,Lat,55.985383,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,5.46,,
August,,,,,,,,,,3.24,,
September,,,,,,,,,,1.88,,
October,,,,,,,,,,8.66,,
November,,,,,,,,,,1.45,,
December,,,,,,,,,,5.70,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.39,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
