"HASTINGS HALTON RESERVOIR",,,,,,,,,,,,
Grid ref,TQ8255310362,Long,0.592751,Lat,50.863943,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,1.10,2.90,3.91,1.16,4.22,1.18,1.24,1.14,,
February,,,1.16,1.80,2.97,0.69,2.61,1.55,1.10,0.43,,
March,,,1.30,1.83,1.66,4.58,1.65,0.77,2.09,4.24,,
April,,,0.81,1.92,1.13,1.93,1.33,3.07,1.76,2.18,,
May,,,2.02,1.67,2.90,1.01,2.85,2.08,1.26,1.04,,
June,,,2.30,2.92,1.54,4.24,1.52,2.53,1.36,2.91,,
July,,,0.94,4.84,1.02,0.82,0.41,1.87,2.00,2.42,,
August,,,4.11,2.67,1.24,2.97,0.76,1.25,4.43,3.98,,
September,,,2.63,2.72,1.19,3.53,1.06,0.78,2.15,3.49,,
October,,,2.67,4.37,2.17,2.49,4.40,4.99,1.64,6.47,,
November,,,1.69,2.36,1.64,5.56,6.72,2.26,1.05,0.89,,
December,,,2.34,2.02,3.24,1.11,2.36,2.80,2.43,5.67,,
Total,,,23.07,32.02,24.61,30.09,29.89,25.13,22.51,34.86,,
Calc annual,0.00,0.00,23.07,32.02,24.61,30.09,29.89,25.13,22.51,34.86,,
Difference,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
