"AYSGARTH VICARAGE",,,,,,,,,,,,
Grid ref,SE014883,Long,-1.979995,Lat,54.290324,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.75,2.59,1.61,,,,,,,,,
February,5.22,1.01,1.16,,,,,,,,,
March,0.69,3.92,1.91,,,,,,,,,
April,2.40,2.43,1.58,,,,,,,,,
May,2.24,0.99,2.61,,,,,,,,,
June,3.78,1.35,1.30,,,,,,,,,
July,1.70,3.99,2.29,,,,,,,,,
August,6.11,2.00,2.39,,,,,,,,,
September,0.99,1.67,1.31,,,,,,,,,
October,6.71,2.19,3.60,,,,,,,,,
November,4.45,5.08,2.39,,,,,,,,,
December,4.80,4.82,4.93,,,,,,,,,
Total,43.84,32.04,27.08,53.92,,,,,,,,
Calc annual,43.84,32.04,27.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,-0.00,53.92,NaN,NaN,NaN,NaN,NaN,NaN,,
