"SWANSEA WW (CRAY RESERVOIR) NO. 1",,,,,,,,,,,,
Grid ref,SN887220,Long,-3.618538,Lat,51.885413,,,,,,,
Station no,4189,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,9.73,6.21,4.21,12.78,11.72,3.49,13.26,4.84,6.36,3.98,,
February,7.00,3.07,2.82,8.32,8.52,2.74,7.85,4.17,4.88,1.32,,
March,1.79,7.26,4.02,14.15,3.26,10.94,5.66,3.94,7.15,6.70,,
April,3.47,6.79,4.29,2.76,6.68,8.52,1.57,5.24,2.86,6.10,,
May,5.17,1.52,3.72,4.89,3.92,0.46,5.39,5.04,5.33,2.84,,
June,6.21,3.78,2.77,1.98,2.80,3.89,3.95,9.45,1.84,4.40,,
July,4.30,2.53,2.55,3.69,3.47,2.22,1.52,6.26,6.17,4.83,,
August,6.68,5.94,3.81,10.15,4.39,7.70,6.15,6.47,7.67,2.62,,
September,3.70,5.48,3.71,8.20,4.82,4.36,1.45,2.11,4.37,5.10,,
October,10.36,5.60,7.58,20.06,3.66,4.19,11.24,10.72,2.59,13.58,,
November,6.49,3.63,7.55,5.47,4.16,7.87,7.22,5.77,5.32,3.50,,
December,15.37,11.78,7.02,7.04,8.55,3.06,5.32,11.39,7.18,14.26,,
Total,80.27,63.59,54.05,99.49,65.95,59.44,70.58,75.40,61.72,69.23,,
Calc annual,80.27,63.59,54.05,99.49,65.95,59.44,70.58,75.40,61.72,69.23,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
