"SOUTHAMPTON ORDNANCE SURVEY OFFICE",,,,,,,,,,,,
Grid ref,SU420129,Long,-1.403940,Lat,50.914043,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.72,1.42,1.06,2.60,4.86,1.06,8.16,1.01,1.90,,,
February,5.54,1.65,1.67,1.92,3.81,0.86,3.46,1.62,1.57,,,
March,1.17,2.32,2.45,3.41,1.49,4.86,1.41,0.71,3.32,,,
April,1.38,2.80,1.73,2.77,1.53,1.62,0.88,4.35,3.19,,,
May,1.67,1.66,2.88,2.87,3.64,0.68,2.11,3.02,2.26,,,
June,2.86,1.09,3.80,4.03,1.06,3.99,1.79,1.88,0.51,,,
July,1.07,3.57,1.73,2.63,1.58,0.40,0.68,1.47,1.70,,,
August,3.49,2.93,3.33,4.21,3.14,3.28,1.53,1.65,,,,
September,1.06,2.27,1.30,2.64,2.50,1.99,0.91,0.45,,,,
October,2.37,2.87,2.33,11.05,2.44,2.27,5.92,7.32,,,,
November,3.29,0.59,3.27,1.79,1.06,4.35,4.34,2.92,,,,
December,3.92,5.08,1.86,3.28,3.91,0.80,1.87,4.40,,,,
Total,31.54,28.25,27.41,43.20,31.02,26.16,33.06,30.80,27.84,,,
Calc annual,31.54,28.25,27.41,43.20,31.02,26.16,33.06,30.80,14.45,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.39,NaN,,
