"UPHOLLAND GRAMMAR SCHOOL",,,,,,,,,,,,
Grid ref,SD524038,Long,-2.719536,Lat,53.528691,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.96,,
February,,,,,,,,,,0.95,,
March,,,,,,,,,,2.82,,
April,,,,,,,,,,2.73,,
May,,,,,,,,,,2.92,,
June,,,,,,,,,,2.52,,
July,,,,,,,,,,4.67,,
August,,,,,,,,,,5.13,,
September,,,,,,,,,,3.16,,
October,,,,,,,,,,5.80,,
November,,,,,,,,,,1.72,,
December,,,,,,,,,,6.91,,
Total,,,,,,,,,,41.29,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.29,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
