"FALMER BRIGHTON WATER WORKS",,,,,,,,,,,,
Grid ref,TQ342085,Long,-0.094559,Lat,50.860446,,,,,,,
Station no,487,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,4.67,0.71,1.28,1.03,,
February,,,,,,,2.91,1.73,1.20,0.43,,
March,,,,,,,1.50,0.79,2.29,3.79,,
April,,,,,,,0.96,3.96,2.08,1.30,,
May,,,,,,,2.33,1.82,1.56,1.30,,
June,,,,,,,2.65,2.08,1.27,2.37,,
July,,,,,,,0.38,1.24,2.86,2.93,,
August,,,,,,,1.30,1.68,2.91,2.99,,
September,,,,,,,1.31,0.71,1.73,3.40,,
October,,,,,,,4.29,5.24,1.46,8.01,,
November,,,,,,,6.17,2.14,1.15,1.23,,
December,,,,,,,2.43,2.71,3.75,4.75,,
Total,,,,,,,30.90,24.81,23.54,33.53,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,30.90,24.81,23.54,33.53,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,,
