"IDWAL LAKE SOUTH END NO. 6",,,,,,,,,,,,
Grid ref,SH644591,Long,-4.027300,Lat,53.111797,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,8.50,,,,,,,,,,,
July,3.50,,,,,,,,,,,
August,14.10,,,,,,,,,,,
September,6.75,,,,,,,,,,,
October,,,,,,,,,,,,
November,,,,,,,,,,,,
December,20.25,16.50,,,,,,,,,,
Total,120.20,104.10,,,,,,,,,,
Calc annual,53.10,16.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,67.10,87.60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
