"WELLS, THE CEDARS",,,,,,,,,,,,
Grid ref,ST551461,Long,-2.644182,Lat,51.212328,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.65,2.63,,,,,,,,,,
February,4.32,1.34,,,,,,,,,,
March,1.37,2.66,,,,,,,,,,
April,1.72,2.02,,,,,,,,,,
May,2.64,1.23,,,,,,,,,,
June,3.67,1.19,,,,,,,,,,
July,1.23,2.50,,,,,,,,,,
August,2.37,2.59,,,,,,,,,,
September,0.74,2.40,,,,,,,,,,
October,3.22,2.54,,,,,,,,,,
November,3.29,1.13,,,,,,,,,,
December,6.86,6.21,,,,,,,,,,
Total,37.08,28.44,,,,,,,,,,
Calc annual,37.08,28.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
