"WORTHDALE WATERSHEDDLES RESERVOIR",,,,,,,,,,,,
Grid ref,SD959383,Long,-2.063792,Lat,53.840931,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,8.33,3.40,,5.30,5.35,2.77,7.31,3.87,5.39,3.38,,
February,4.79,1.79,,8.17,6.08,4.83,5.19,4.66,5.13,4.57,,
March,0.75,4.74,,7.44,2.60,4.70,5.06,4.84,5.31,3.28,,
April,2.92,4.14,,3.26,4.64,3.62,1.88,3.59,3.14,4.47,,
May,2.47,2.01,,4.14,2.80,1.44,4.18,4.17,3.49,2.73,,
June,3.95,1.74,,2.41,2.16,3.17,2.01,8.25,2.75,2.75,,
July,2.90,2.14,4.72,5.04,2.91,2.54,2.72,3.49,5.27,6.78,,
August,5.97,3.09,3.61,6.98,6.16,5.24,5.00,6.20,3.93,4.51,,
September,1.98,1.31,1.92,5.79,1.03,3.26,1.63,1.43,5.29,3.51,,
October,7.27,7.02,5.94,12.82,2.96,4.52,7.36,5.34,2.87,5.93,,
November,5.20,14.32,3.45,3.68,4.62,5.58,6.78,3.08,4.25,3.18,,
December,5.51,9.40,4.78,3.16,4.66,2.47,5.12,6.86,3.20,6.43,,
Total,52.04,55.10,,68.19,45.97,44.14,54.24,55.78,50.02,51.52,,
Calc annual,52.04,55.10,24.42,68.19,45.97,44.14,54.24,55.78,50.02,51.52,,
Difference,0.00,0.00,NaN,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
