"MALHAM TARN",,,,,,,,,,,,
Grid ref,SD892672,Long,-2.166648,Lat,54.100577,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,7.15,4.62,5.90,7.06,5.73,3.92,8.00,,,,,
February,4.79,2.07,1.91,6.86,4.22,4.08,3.96,,,,,
March,0.63,4.33,3.71,8.63,3.30,5.29,5.00,,,,,
April,3.88,3.64,2.57,4.27,5.09,6.04,1.93,,,,,
May,2.53,2.11,3.16,3.76,3.77,1.47,7.76,,,,,
June,4.82,2.45,1.74,1.99,2.20,3.19,2.59,,,,,
July,3.68,1.91,5.22,5.64,2.17,2.20,3.08,,,,,
August,8.03,6.52,3.45,6.98,4.49,5.36,6.35,,,,,
September,2.65,2.67,2.06,6.59,2.13,5.56,2.24,,,,,
October,9.80,4.44,5.30,13.72,2.93,4.49,11.19,,,,,
November,6.97,9.14,3.91,4.07,6.80,6.42,6.88,,,,,
December,6.69,7.76,5.48,4.08,4.51,3.01,4.82,,,,,
Total,61.62,51.66,44.41,73.65,47.34,51.03,63.80,,,,,
Calc annual,61.62,51.66,44.41,73.65,47.34,51.03,63.80,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,,
