"CARDIFF PENYLAN",,,,,,,,,,,,
Grid ref,ST194791,Long,-3.162675,Lat,51.505063,,,,,,,
Station no,4091,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,2.58,1.82,,
February,,,,,,,,,2.33,0.57,,
March,,,,,,,,,3.25,4.14,,
April,,,,,,,,,2.63,2.74,,
May,,,,,,,,,1.88,1.80,,
June,,,,,,,,,0.47,2.08,,
July,,,,,,,,,3.53,2.55,,
August,,,,,,,,,6.33,3.27,,
September,,,,,,,,,2.90,3.83,,
October,,,,,,,,,3.14,7.34,,
November,,,,,,,,,1.52,1.63,,
December,,,,,,,,,3.97,6.93,,
Total,,,,,,,,,34.53,38.70,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.53,38.70,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
