"ALPORT MOOR",,,,,,,,,,,,
Grid ref,SK106942,Long,-1.841879,Lat,53.444464,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,5.00,1.50,3.70,2.10,,
February,,,,,,,2.30,1.80,3.70,3.40,,
March,,,,,,,3.10,3.60,3.10,3.70,,
April,,,,,,,1.50,3.50,2.40,3.10,,
May,,,,,,,4.40,4.30,3.50,2.40,,
June,,,,,,,1.90,8.10,2.40,5.10,,
July,,,,,,,3.30,3.60,6.30,7.10,,
August,,,,,,,5.10,5.60,4.00,3.80,,
September,,,,,,,2.10,1.10,4.00,3.40,,
October,,,,,,,7.30,8.60,1.80,6.50,,
November,,,,,,,6.80,4.30,4.00,2.00,,
December,,,,,,,3.50,3.60,2.80,6.50,,
Total,,40.80,42.40,,36.00,42.70,46.30,49.60,41.70,49.10,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,46.30,49.60,41.70,49.10,,
Difference,NaN,40.80,42.40,NaN,36.00,42.70,0.00,0.00,0.00,0.00,,
