"CAMBRIDGE OBSERVATORY",,,,,,,,,,,,
Grid ref,TL434594,Long,0.097506,Lat,52.214160,,,,,,,
Station no,RR95,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.52,0.43,0.46,1.73,1.28,,,,,,,
February,3.49,0.52,1.03,0.56,2.26,,,,,,,
March,0.52,1.81,0.80,2.03,1.36,,,,,,,
April,0.71,2.08,0.94,1.27,0.76,,,,,,,
May,1.17,1.00,3.65,2.62,1.38,,,,,,,
June,2.32,1.58,1.74,4.13,0.96,,,,,,,
July,1.02,1.16,0.82,4.75,2.80,,,,,,,
August,2.11,1.54,2.28,3.24,1.66,,,,,,,
September,0.35,1.01,0.68,2.07,1.30,,,,,,,
October,1.93,2.22,1.13,4.78,1.06,,,,,,,
November,1.59,1.18,1.29,2.14,1.15,,,,,,,
December,2.01,2.19,1.00,1.20,1.60,,,,,,,
Total,19.74,16.72,15.82,30.52,17.57,,,,,,,
Calc annual,19.74,16.72,15.82,30.52,17.57,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,-0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,,
