"COVENTRY STOKE",,,,,,,,,,,,
Grid ref,SP364784,Long,-1.466407,Lat,52.402407,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.81,1.23,1.05,,,,,,,,,
February,4.48,1.71,1.45,,,,,,,,,
March,0.75,1.87,1.70,,,,,,,,,
April,1.13,2.32,2.29,,,,,,,,,
May,1.84,0.83,2.22,,,,,,,,,
June,3.39,2.78,2.41,,,,,,,,,
July,1.96,2.99,1.33,,,,,,,,,
August,3.33,1.83,3.58,,,,,,,,,
September,0.59,1.25,1.19,,,,,,,,,
October,2.82,1.28,2.41,,,,,,,,,
November,2.21,0.73,1.72,,,,,,,,,
December,5.09,4.26,1.67,,,,,,,,,
Total,31.40,23.08,23.02,,,,,,,,,
Calc annual,31.40,23.08,23.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
