"ELKESLEY PUMPING STATION",,,,,,,,,,,,
Grid ref,SK663760,Long,-1.007179,Lat,53.276845,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,0.89,,
February,,,,,,,,,,0.56,,
March,,,,,,,,,,2.12,,
April,,,,,,,,,,2.06,,
May,,,,,,,,,,1.18,,
June,,,,,,,,,,3.64,,
July,,,,,,,,,,3.56,,
August,,,,,,,,,,4.04,,
September,,,,,,,,,,2.26,,
October,,,,,,,,,,2.56,,
November,,,,,,,,,,0.24,,
December,,,,,,,,,,5.10,,
Total,,,,,,,,,,28.21,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.21,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
