"ROUGHRIGG RESERVOIR NO 1 (SLAMANNAN)",,,,,,,,,,,,
Grid ref,NS805639,Long,-3.910481,Lat,55.853441,,,,,,,
Station no,5182,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.35,1.91,3.77,5.73,3.55,2.10,3.08,2.42,3.86,4.43,,
February,3.03,1.35,0.94,6.24,2.19,2.19,2.22,2.62,1.96,2.47,,
March,0.68,2.23,2.38,6.74,1.50,4.20,2.86,3.32,4.21,3.73,,
April,1.88,1.72,0.68,1.33,4.42,2.59,1.04,1.77,1.79,3.59,,
May,1.64,2.32,1.42,1.69,2.97,1.05,5.15,3.87,2.82,2.79,,
June,5.34,2.44,2.56,2.03,1.48,0.83,1.42,3.79,1.81,2.36,,
July,2.96,1.60,3.75,3.91,3.02,4.01,2.05,2.94,3.61,3.89,,
August,4.08,4.49,2.30,5.85,4.11,3.14,5.65,4.93,3.01,3.31,,
September,3.00,1.60,3.40,2.84,3.24,2.75,2.04,1.11,5.25,2.15,,
October,5.20,3.79,1.70,7.16,1.53,2.06,7.23,9.02,1.03,5.42,,
November,7.19,3.43,1.72,2.54,2.20,4.29,4.21,1.93,3.05,2.13,,
December,4.01,3.60,2.34,2.21,3.42,3.00,3.23,4.61,1.53,4.12,,
Total,45.74,32.92,26.96,48.27,33.63,32.21,40.18,42.33,33.93,40.39,,
Calc annual,42.36,30.48,26.96,48.27,33.63,32.21,40.18,42.33,33.93,40.39,,
Difference,3.38,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
