"TOTLEY HALL",,,,,,,,,,,,
Grid ref,SK307795,Long,-1.540694,Lat,53.311553,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.39,3.32,2.99,4.31,3.35,2.08,4.57,1.52,2.35,2.31,,
February,4.51,1.51,2.29,2.39,6.52,2.01,4.10,2.48,3.07,1.30,,
March,1.57,3.48,2.25,3.74,2.68,4.22,3.22,3.40,4.40,3.81,,
April,1.54,2.16,3.72,1.14,2.08,2.57,1.12,2.13,2.77,2.03,,
May,1.85,1.37,3.16,4.18,1.81,1.10,2.70,3.82,3.87,1.99,,
June,4.01,1.07,2.18,1.49,1.33,2.98,2.40,5.22,1.90,2.98,,
July,3.64,4.50,1.73,1.97,2.34,2.75,1.65,2.77,2.38,3.59,,
August,5.10,1.33,4.16,5.78,4.49,5.03,2.54,2.97,2.65,2.44,,
September,0.74,0.93,1.86,4.47,1.25,1.72,0.98,0.39,2.79,2.54,,
October,3.36,2.90,4.13,7.29,0.99,2.07,6.70,7.08,1.29,4.16,,
November,2.89,5.26,2.68,2.91,2.85,4.66,3.73,3.83,2.54,1.49,,
December,5.40,6.81,3.06,1.80,1.97,1.04,3.68,3.08,2.88,8.03,,
Total,40.00,34.64,34.21,41.47,31.66,32.23,37.39,38.69,32.89,36.67,,
Calc annual,40.00,34.64,34.21,41.47,31.66,32.23,37.39,38.69,32.89,36.67,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
