"RISHWORTH RINGSTONE RESERVOIR",,,,,,,,,,,,
Grid ref,SE049177,Long,-1.927335,Lat,53.655773,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.86,2.48,3.31,5.49,4.73,1.75,6.49,1.80,4.14,2.51,,
February,4.40,1.47,1.41,5.27,4.82,1.79,4.01,3.10,2.95,1.97,,
March,1.23,4.25,2.18,6.97,2.56,4.11,3.98,3.79,3.63,3.65,,
April,2.93,2.24,1.99,2.07,3.17,3.37,1.58,3.49,1.99,3.64,,
May,1.97,1.50,3.02,4.29,3.66,0.57,3.71,4.54,2.33,2.17,,
June,3.69,2.02,1.62,1.39,1.17,3.05,1.89,7.30,1.99,2.63,,
July,2.99,3.05,2.83,3.38,3.55,2.13,1.99,2.51,3.62,5.19,,
August,5.66,2.57,3.93,5.01,5.06,4.95,3.10,3.94,3.97,3.00,,
September,1.26,0.93,2.79,5.69,1.19,2.75,1.26,0.63,2.86,2.53,,
October,5.92,3.36,4.84,10.94,1.36,3.47,7.53,7.04,2.26,5.33,,
November,4.40,6.79,2.71,2.58,2.87,5.14,5.85,3.34,2.35,1.47,,
December,6.35,5.72,4.62,3.25,3.04,1.20,3.03,5.02,2.48,7.19,,
Total,46.66,36.38,35.25,56.33,37.18,34.28,44.42,46.50,34.57,41.28,,
Calc annual,46.66,36.38,35.25,56.33,37.18,34.28,44.42,46.50,34.57,41.28,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
