PORTLAND-HM-BREAKWATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY698740,Long,-2.427758,Lat,50.564963,Elevation,23,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,0.97,1.1,3.34,1.25,5.47,5.39,0.87,4.11,0.89,1.05,3.35,6.69,5.8,3.77,4.22,1.42,4.09,5.44,4.33,2.22,4.41,1.62,5.17,2.43,2.21,2.27,2.58,0.62,4.97,4.88,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.57,0.27,4.39,1.71,2.81,1.62,5.62,5.57,5.45,1.28,1.18,4.13,0.65,0.38,2.48,5.88,1.28,4.61,1.95,2.94,2.88,1.88,1.08,1.92,0.12,4.28,0.06,3.16,3.52,5.87,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,2.64,4.05,0.88,2.99,4.92,3.03,5.54,1.03,3.49,2.87,1.28,4.76,2.75,1.45,2.87,1.64,1.54,0.57,0.32,3.17,3.09,0.17,1.4,1.44,2,3.41,2.79,1.09,3.66,3.97,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,2.06,1.44,1.42,1.81,0.06,2.47,1.19,1.03,0.5,1.28,1.59,1.32,2.95,0.9,3.13,3.65,2.59,2.85,3.19,2.41,1.63,0.96,2.44,2.27,2.47,1.4,1.87,3.68,1.45,2.41,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,1.85,1.44,1.92,1.09,2.75,2.25,1.47,2.42,1.57,2.35,1.65,0.85,1.65,1.77,0.91,1.88,3.51,3.91,1.85,1.03,1.45,2.56,2.34,3.56,2.34,1.97,0.72,2.06,0.57,3.13,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,0.5,3.54,2.25,1.91,3.61,0.43,0.46,0.95,0.96,1.63,0.64,0.86,2.39,0.33,0.82,0.7,1.63,0.41,2.83,2.13,2.11,1.95,0.37,3.08,2.81,0.41,1.3,3.86,1.53,0.69,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,1.8,1.97,3.35,0.12,2.17,0.56,3.71,3.14,0.75,2.51,3.18,1.94,3.94,0.21,4.25,1.1,3.74,4.41,1.35,2.57,1.75,1.35,1.87,3.62,1.99,1.92,0.13,0.36,3.92,4.28,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,2.6,2.83,2.52,0.62,5.95,1.41,3.63,1.21,4.35,4.25,1.61,3.33,1.67,1.52,2.9,1.74,2.2,2.77,1.17,3.06,2.23,1.68,1.89,3.21,1.01,0.59,2.88,2.76,0.09,2.04,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,2.59,2.82,0.14,1.02,2.21,3.11,1.67,1.91,2.55,1.86,6.58,1.17,1.58,0.9,1.68,3.03,3.37,3.68,0.7,6.6,2.03,0.5,3.76,1.69,3.66,3.8,2.74,3.32,2.01,2.06,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,10.73,6.56,4.86,4.54,4.98,3.78,1.94,4.58,5.51,4.79,1.35,1.54,1.92,0.85,1.83,6.26,4.77,5.4,3.22,2.35,6.71,4.15,2.71,0.58,6.24,1.2,2.13,5.29,1.27,3.77,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
