"BALQUHIDDER (STRONVAR)",,,,,,,,,,,,
Grid ref,NN528203,Long,-4.383681,Lat,56.352074,,,,,,,
Station no,5526,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.15,5.06,,,,,,,,,,
February,4.87,1.51,,,,,,,,,,
March,4.13,6.22,,,,,,,,,,
April,5.74,3.53,,,,,,,,,,
May,1.94,2.89,,,,,,,,,,
June,3.26,4.84,,,,,,,,,,
July,3.75,2.74,,,,,,,,,,
August,7.95,6.27,,,,,,,,,,
September,6.42,3.36,,,,,,,,,,
October,2.22,7.46,,,,,,,,,,
November,12.92,2.23,,,,,,,,,,
December,9.62,,,,,,,,,,,
Total,69.97,,,,,,,,,,,
Calc annual,69.97,46.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
