FORDE-ABBEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST359052,Long,-2.911777,Lat,50.842758,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,1.6,0.9,4.34,7.66,6.41,2.98,7.02,1.8,4.15,4.18,7.38,3.97,6.19,2.27,7.09,3.27,4.36,3.46,3.36,0.71,6.85,7.39,3.62,7.28,2.51,4.33,4.02,9.11,3.07,2.71,5.24,4.83,7.72,0.8,0.69,4.19,3.25,0.81,2.03,5.15,5.29,2.84,3.76,5.14,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,7.1,1.3,1.94,4.38,0.67,0.37,3.56,11.18,0.72,5.07,2.29,4.41,3.21,1.84,1.13,2.04,0,6.13,0.23,4.24,4.3,6.77,1.5,2.94,5.06,4.55,0.16,1.51,0.42,2.11,3,1.84,1.41,1.6,7.37,7.06,0.99,1.85,3.3,3.03,0.05,5.87,4.21,0.44,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,4.9,3.4,1.6,5.35,3.76,2.12,3.61,1.92,2.08,0.29,0.43,4.66,3.33,0.22,2.37,1.23,2.68,4.72,3.12,1.21,5.15,5.85,0.17,1.56,3.14,4.22,2.22,1.32,0.21,1.19,1.2,8.82,1.62,1.82,2.34,4.36,3.33,0.73,5.15,1.62,1.34,3.31,2.21,3.84,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,0.7,2,2.6,3.05,5.35,1.09,3.93,3.52,3.74,3.12,2.51,1.72,1.54,1.3,3.73,2.66,3.52,2,3.42,4.97,2.81,2.91,0.1,3.26,1.68,3.65,2.21,0.91,2.26,1.3,1.9,2.78,2.36,1.83,2.41,2.52,2.65,3.9,0.37,0.88,0.75,0.13,0.91,3.96,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,2.8,1.7,1.28,0.87,2.01,2.48,0.57,1.15,4.4,4.98,2.36,0.86,1.67,2.73,1.6,3.43,4.5,1.52,0.98,2.07,1.02,3.06,2.46,0.95,2.23,2.23,6.8,3.22,0.74,3.55,5.35,2.94,4.92,3.29,1.85,2.91,3.5,3.09,2.59,4.16,0.64,1.89,3.25,1.11,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.4,3.8,1.43,0.69,2.66,1.04,0.53,0.53,2.61,0,3.06,2.51,2.22,1.78,0.17,2.51,3.31,1.23,0.83,4.21,2.42,1.42,1.6,3.16,0.73,1.25,0.59,1.43,2.29,3.39,2.95,2.16,1.74,0.51,1.32,0.59,1.94,3.33,3.59,2.6,1.54,3.78,3.02,0.87,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1,4.7,5.32,2.29,5.33,0.77,5.15,0.82,4.44,2.57,3.72,4.36,1.84,1.11,1.88,4.27,2.58,2.77,1.05,0.27,7.14,3.27,4.23,5.48,2.77,1.42,1.93,2.75,2.51,2.41,1.26,2.87,1.04,1,4.56,3,1.26,3.29,2.23,2.97,3.55,2.49,2.94,1.72,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,6.2,6.3,2.49,3.85,2,2.13,4.99,2.68,2.72,2.87,1.03,3.48,2.02,2.16,5.32,2.82,1.37,1.46,4.66,2.81,0.14,0.77,2.41,3.11,0.02,3.64,4.27,3.29,2.9,2.51,5.83,1.5,5.11,2.1,5.17,5.09,4.59,2.2,3.27,1.08,3.89,3.17,2.51,2.16,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,2.9,2.1,6.54,2.31,2.39,0.87,2.35,3.07,5.84,4.57,0.62,6.01,1.79,0.64,5.33,2.26,5.94,2,3.57,4,2.57,2.89,1.99,1.15,1.58,1.5,2.39,2.46,2.26,3.07,6.68,1.39,2.08,4.01,4.11,3.88,3.5,4.06,2.9,2.08,6.05,3.33,5.38,0.08,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,7.2,4.3,2.97,2.04,2.87,1.29,1.03,5.29,6.26,4.23,3.9,3.13,9.02,5.27,2.83,0.34,7,2.21,2.78,4.2,1.76,5.06,3.84,5.13,5.23,2.12,4.14,5.86,6.18,4.83,1.7,1.12,3.29,8.27,1.8,1.08,5.16,5.16,3.38,2.44,1.68,2.6,2.78,3.73,11.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
