LINCOLN - BEAUMONT FEE (BRIEF),,,,,,,,
Grid ref,SK974715,Long,-0.542,Lat,53.232,Elevation,42,ft
Station no,RR3022,,,,,,,
,,,,,,,,
,1928,1929,1930,,,,,
January,,1.90,,,,,,
February,,0.79,,,,,,
March,,0.32,,,,,,
April,,0.70,,,,,,
May,,0.83,,,,,,
June,,1.25,,,,,,
July,,1.06,,,,,,
August,,1.85,,,,,,
September,,0.43,,,,,,
October,3.51,2.59,,,,,,
November,2.55,4.33,,,,,,
December,1.65,3.56,,,,,,
Total,,19.61,,,,,,
,,,,,,,,
TYRain_1920-1930_17_pt1/061,,,,,,,,
,,,,,,,,
"# The gauge moved to an unknown location on Beaumont Fee from the Sessions House site, about 400 yards to the east, in September 1928.",,,,,,,,
# The grid reference is for the central region of Beaumont Fee.,,,,,,,,
