"READING UNIVERSITY COLLEGE",,,,,,,,,,,,
Grid ref,SU722728,Long,-0.962399,Lat,51.449592,,,,,,,
Station no,803,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.46,0.67,,
February,,,,,,,,,0.87,0.31,,
March,,,,,,,,,2.56,3.00,,
April,,,,,,,,,4.09,2.20,,
May,,,,,,,,,1.35,1.47,,
June,,,,,,,,,0.92,4.60,,
July,,,,,,,,,1.57,2.68,,
August,,,,,,,,,2.80,1.84,,
September,,,,,,,,,1.77,2.77,,
October,,,,,,,,,1.45,4.05,,
November,,,,,,,,,0.85,0.57,,
December,,,,,,,,,2.27,2.42,,
Total,,,,,,,,,21.96,26.58,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.96,26.58,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
