LIMPSFIELD (RED LANE FARM) SURREY,,,,,,,,,,,,
Grid ref,TQ406411,Long,0.008936,Lat,51.151894,,,,,,,
Station no,67/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.44,2.37,1.58,,,,,,,,,
February,6.13,1.03,1.82,,,,,,,,,
March,4.43,4.02,0.55,,,,,,,,,
April,3.31,1.71,2.51,,,,,,,,,
May,2.06,1.38,1.63,,,,,,,,,
June,1.76,1.70,1.77,,,,,,,,,
July,2.44,0.80,4.02,,,,,,,,,
August,5.01,3.74,1.93,,,,,,,,,
September,1.93,3.14,4.17,,,,,,,,,
October,1.49,3.22,4.01,,,,,,,,,
November,5.74,4.58,1.56,,,,,,,,,
December,2.80,3.16,0.92,,,,,,,,,
Total,40.54,30.85,26.47,,,,,,,,,
Calc annual,40.54,30.85,26.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
