AMPTHILL-HIGHAM-BURY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL051329,Long,-0.470994,Lat,51.984626,Elevation,310,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,1.94,1.91,2.23,1.06,2.23,0.74,2.49,3.2,0.72,0.52,2.51,2.3,0.88,3.29,1.2,1.57,0.82,1.63,0.94,3.57,2.8,0.93,2.79,1.21,1.55,2.48,3.56,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,3.09,1.63,0.26,0.42,2.35,1.05,1.81,4.1,0.88,1.12,0.94,2.68,0.85,1.78,0.99,1.13,0.4,2.25,1.56,1.52,0.86,1.75,2.7,3.74,0.86,1.03,2.65,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,0.31,1.25,1.79,3.16,3.6,1.31,0.72,1.05,2.9,1.16,2.64,1.39,2.58,1.57,1.02,3,3.14,0.92,1.94,2.55,2.41,3.71,1.28,4.53,1.68,0.6,3.65,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,0.14,1.44,1.38,0.81,1.65,1.47,2.49,1.23,2.41,0.67,1.33,1.09,1.78,0.85,2.3,3.26,1.52,2,1.15,0.08,3.01,0.81,1.15,0.94,1.68,3.98,2.32,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,1.48,2.21,0.52,0.35,1.52,3.31,2.89,1.2,1.24,2.21,3.48,1.59,1.27,1.61,3.17,1.79,1.49,2.58,1.38,2,1.77,1.11,1.92,1.71,1.98,3.37,1.07,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,1.07,2.24,0.48,2.25,1.92,2.14,1.05,2.64,1.18,2.83,5.65,0.77,3.88,4.1,2.18,1.27,3.8,1.5,1.94,2.52,1.69,2.04,0.83,2.25,3.8,0.55,1.44,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,3.46,2.89,4.32,1.08,1.95,2.24,2.16,1.97,2.44,1.47,3.85,3.87,0.88,0.29,1.57,2.85,2.94,1.85,0.28,2.43,1.14,1.65,4.09,1.52,4.47,3.12,2.67,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,2.35,3.04,3.36,2.58,2.37,1.74,1.22,3.43,1.68,2.76,3.35,2.22,2.83,1.11,2.07,2.82,2.19,1.6,2.52,5.52,0.54,1.1,1.68,2.58,5.74,0.95,2.65,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,1.16,2.19,0.54,5.38,2.23,0.31,2.37,0.47,1.31,0.9,2.22,1.29,1.4,0.97,0.65,2.29,2.06,0.8,1.11,1.78,1.89,0.92,1.57,0.7,1.99,6.32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,3.37,2.86,2.35,3.33,0.85,2.32,2.96,2.25,1.47,1.49,6.11,1.21,1.27,3.99,3.98,2.23,4.62,2.38,2.51,2.18,2.6,2.71,1.51,3.53,3.88,1.54,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
