BRYN-SIENCYN-TREFARTHEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SH482659,Long,-4.272352,Lat,53.168508,Elevation,30,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,5.45,3.13,3.89,4.26,2.62,2.15,4.15,2.86,3.39,6.4,2.76,1.47,5.26,5.71,4.95,1.6,3.63,4.5,7.27,2.46,0.79,2.95,3.41,1.59,2.76,2.19,3.18,3.63,3.25,4.62,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,0.37,2.73,0.26,2.47,0.46,3.97,2.7,4.56,0.88,3.08,3.58,2.9,1.62,2.62,1.82,3.26,4.77,0.85,1.73,1.32,5.02,3.35,1.3,2.23,2.38,1.83,0.73,3.26,5.89,0.51,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,2.8,1.26,2.38,2.6,1.95,0.89,1.82,1.95,1.87,3.34,1.69,2.99,4.9,1.04,0.75,0.72,0.86,5.01,1.61,2.13,2.7,4.59,1.32,0.96,2.98,1.64,1.05,3.41,0.99,1.56,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,1.62,3.26,2.81,1.3,1.84,2.75,1.49,2.75,0.28,1.94,1.94,1.63,1.39,1.56,1.49,1.51,1.02,3.73,1.39,2.81,2.7,1.67,2.67,2.83,1.58,2.62,1.45,0.38,1.62,2.65,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,1.72,2.47,3.23,1.8,3.96,1.57,1.76,0.85,1.75,0.89,2.29,2.23,2.38,3.7,2.06,2.15,1.18,3.33,1.59,1.99,0.73,2.33,2.1,3.09,1.86,2.98,1.72,2.26,3.7,1.15,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,1.77,6.4,1.33,3.19,1.72,6.75,4.58,2.57,4.36,1.92,0.83,1.05,0.26,3.19,2.35,2.39,3.67,2.21,3.04,0.5,1.83,0.57,2.27,1.48,3.89,3.43,2.18,1.72,3.7,2.08,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,2.43,2.89,4.61,1.6,0.94,0.85,4.05,1.52,4.68,6.06,2.4,2.5,2.89,2.1,3.53,1.93,2.58,2.05,2.21,2.62,2.39,1.31,1.71,3.01,4.01,0.91,4.78,5.26,3.3,1.92,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,4.98,4.86,1.37,2.98,5.15,2.17,2.08,1.27,2.61,2.22,0.85,3.33,2.99,3.57,2.32,0.72,4.08,0.4,3.61,2.3,6.34,4.24,2.96,3.07,4,0.9,8.56,5.97,2.82,0.58,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,3.19,3.75,3.26,1.77,4.14,7.35,3.28,4.48,1.62,1.31,2.81,1.6,3.38,4.16,3.93,2.59,5.06,3.79,3.32,2.09,7.04,5.22,3.25,3.6,3.27,1.9,2.97,6.41,7.44,0.76,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,7.16,3.16,6.16,6.06,4.95,5.98,2.34,6.67,5.5,2.68,4.47,4.84,3.88,5.68,4.36,3.33,0.9,0.7,2.6,6.14,2.75,0.42,3.8,3.21,7.03,2,2.5,4.72,3.35,4.6,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
