LOCH KATRINE TUNNEL HILL TOP,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5515,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,8.00,14.00,14.50,8.00,7.20,12.60,6.10,11.80,12.90,,
February,,8.50,3.20,7.40,6.50,5.40,11.50,8.20,13.80,9.70,,
March,,9.50,5.10,5.60,4.80,3.30,5.50,3.20,10.10,2.20,,
April,,0.40,7.50,6.70,3.60,1.90,5.70,10.60,5.10,1.90,,
May,,0.90,7.20,3.20,1.75,4.90,1.90,4.00,5.90,1.20,,
June,,5.10,7.20,4.90,6.75,1.10,3.70,3.20,2.90,3.00,,
July,,6.20,8.50,0.60,3.80,5.00,4.10,6.70,1.50,4.00,,
August,,14.50,5.00,7.80,4.70,7.30,9.00,4.90,8.60,1.20,,
September,,10.10,2.70,9.50,9.20,2.80,8.60,7.40,3.00,11.80,,
October,,8.70,15.10,6.80,5.00,6.80,6.80,9.10,10.20,4.20,,
November,,9.40,5.90,7.70,8.70,6.40,7.50,2.60,6.10,9.50,,
December,,7.90,15.50,12.80,8.40,9.60,12.90,7.40,15.90,11.80,,
Total,,89.20,96.90,87.50,71.20,61.70,89.80,73.40,94.90,73.40,,
Calc annual,0.00,89.20,96.90,87.50,71.20,61.70,89.80,73.40,94.90,73.40,,
Difference,NaN,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
