"NORTH BALFERN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,,,4.87,7.53,3.71,4.63,6.95,,
February,,,,,,3.55,4.07,2.99,5.19,6.17,,
March,,,,,,2.07,3.90,1.83,5.87,1.20,,
April,,,,,,0.68,1.18,4.75,3.39,2.60,,
May,,,,,,3.92,1.17,2.45,3.07,1.23,,
June,,,,,,0.97,3.30,1.65,0.73,0.76,,
July,,,,,,2.80,3.00,2.89,0.68,2.07,,
August,,,,,,4.13,5.03,3.23,5.75,1.52,,
September,,,,,,1.40,5.83,3.11,2.71,5.90,,
October,,,,,,6.06,3.24,6.12,5.92,1.87,,
November,,,,,,4.16,5.47,1.17,2.96,5.01,,
December,,,,,,4.14,4.15,3.00,9.49,5.08,,
Total,,,,,,38.75,47.87,36.90,50.39,40.36,,
Calc annual,0.00,0.00,0.00,0.00,0.00,38.75,47.87,36.90,50.39,40.36,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,-0.00,-0.00,,
