"MOULSFORD NR WALLINGFORD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,0.69,2.35,4.11,,,,,,,,
February,,1.73,0.49,0.98,,,,,,,,
March,,2.06,4.29,0.63,,,,,,,,
April,,0.81,2.92,0.95,,,,,,,,
May,,1.07,3.43,1.22,,,,,,,,
June,,2.47,2.53,4.03,,,,,,,,
July,,3.53,1.72,,,,,,,,,
August,,0.78,2.41,,,,,,,,,
September,,1.73,1.59,,,,,,,,,
October,,1.14,3.42,,,,,,,,,
November,,3.05,0.79,,,,,,,,,
December,,1.70,1.66,,,,,,,,,
Total,,20.76,27.60,,,,,,,,,
Calc annual,0.00,20.76,27.60,11.92,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
