"HESLEYSIDE, NORTHUMBERLAND",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,7.45,,1.85,6.75,3.60,4.96,4.14,,
February,,,,2.17,,2.55,6.06,3.16,6.33,9.62,,
March,,,,1.23,,1.91,2.48,2.54,4.86,1.90,,
April,,,,3.51,,1.22,4.12,3.90,4.49,2.68,,
May,,,,3.29,,2.99,1.79,2.93,2.79,4.51,,
June,,,,4.85,,0.57,2.42,2.59,0.29,2.60,,
July,,,,0.69,,6.13,4.02,5.38,0.12,1.24,,
August,,,,4.17,,4.38,4.69,2.78,4.01,1.78,,
September,,,,7.74,,0.75,7.99,3.46,4.50,7.42,,
October,,,,4.50,,8.70,2.00,3.06,3.87,2.95,,
November,,,,3.55,,4.73,5.97,0.36,3.64,5.27,,
December,,,,3.52,,3.27,5.90,3.83,9.95,5.41,,
Total,,,,46.67,,39.05,54.19,37.59,49.81,49.52,,
Calc annual,0.00,0.00,0.00,46.67,0.00,39.05,54.19,37.59,49.81,49.52,,
Difference,NaN,NaN,NaN,0.00,NaN,-0.00,0.00,0.00,0.00,0.00,,
