"OAKHURST ORE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,,,,,3.72,4.13,,,
February,,,,,,,,1.93,1.11,,,
March,,,,,,,,3.36,1.44,,,
April,,,,,,,,2.25,1.73,,,
May,,,,,,,,3.02,1.16,,,
June,,,,,,,,1.31,0.65,,,
July,,,,,,,,3.95,3.00,,,
August,,,,,,,,1.57,4.32,,,
September,,,,,,,,1.50,1.20,,,
October,,,,,,,,3.43,3.46,,,
November,,,,,,,,1.89,2.11,,,
December,,,,,,,,1.72,6.72,,,
Total,,,,,,,,29.65,31.03,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.65,31.03,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,NaN,,
