WORTHING-MIX (BEDFORD ROW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ150025,Long,-0.3691194,Lat,50.810647,Elevation,18,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,3.29,3.41,2.01,2.11,3.4,,,2.06,3.8,0.62,6.75,1.8,2.9,0.53,1.83,1.53,2.54,3.18,1.77,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.41,1.06,2.4,1.58,1.62,,,1.1,2.19,3.21,1.66,2.17,3.92,2.9,3.57,1.54,3.35,1.33,3.77,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,3,1.18,1.44,1.92,1.1,,,0.64,0.73,2.86,2.27,1.24,0.68,1.13,2.75,1.06,0.73,1.65,2.13,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,1.32,2.14,1.06,0.17,3.98,,,1.43,1.32,1.96,2.03,2.47,2.98,1.95,0.73,2.34,1.45,1.28,0.87,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,2.49,0.89,4.29,0.76,0.45,,,0.51,0.95,0.63,2,2.89,2.78,0.44,1.23,1.27,2.4,0.53,3.25,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,2.45,0.64,1.38,0.18,2.8,,,1.92,2.64,1.35,0.72,2.68,4.57,1.55,2.76,2.63,0.97,1.51,1.43,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,2.77,1.02,0.18,1.09,2.88,,,0.65,2.32,0.32,2.04,0.68,3.21,3.41,1.65,2.68,2.46,2.37,0.78,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,1.96,3.62,0.97,2.42,1.62,,,1.49,1.89,4.25,2.67,4.38,5.07,2.19,4.25,2.1,0.94,1.35,0.75,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,2.33,1.44,4.31,2.01,3.04,,,3.6,1.91,3.81,1.18,1.9,3.46,4.75,2.67,2.76,3.86,3.69,5.27,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,1.11,3.2,2.19,1.75,4.87,1.44,,,3.65,5.95,0.68,3.42,3.4,0.87,6.76,2.35,8.6,2.75,1.77,3.9,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
