"HEADLEY (THE HURST)",,,,,,,,,,,,
Grid ref,TQ203564,Long,-0.276033,Lat,51.294031,,,,,,,
Station no,128,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.80,2.36,1.40,1.53,3.50,4.60,,,,,,
February,7.76,0.79,1.53,2.74,2.09,0.48,,,,,,
March,4.05,3.88,0.52,2.61,1.64,,,,,,,
April,3.42,1.42,2.69,0.35,0.32,,,,,,,
May,2.45,1.83,1.78,2.80,4.84,,,,,,,
June,1.12,1.71,1.95,4.06,2.21,,,,,,,
July,2.49,0.86,3.39,3.35,1.01,,,,,,,
August,4.19,4.15,1.74,3.40,1.28,,,,,,,
September,2.93,3.19,3.69,2.22,1.92,,,,,,,
October,1.26,3.55,4.27,2.67,3.50,,,,,,,
November,8.15,3.75,1.73,5.88,1.38,,,,,,,
December,2.90,3.13,0.77,2.26,3.08,,,,,,,
Total,44.52,30.62,25.46,33.87,26.77,,,,,,,
Calc annual,44.52,30.62,25.46,33.87,26.77,5.08,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,,
