ALDWINKLE-ST-PETER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL006818,Long,-0.521986,Lat,52.424942,Elevation,175,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,0.89,1.9,1.46,2.39,1.03,2.17,0.91,2.65,3.37,1.03,0.95,2.06,1.84,0.9,3.61,1.08,0.93,0.88,1.75,1.07,2.94,2.55,0.9,2.31,1.51,2.02,2.21,3.93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,2.07,2.12,1.46,0.13,0.51,3.18,0.74,1.49,4.53,0.84,1.52,0.71,2.77,0.87,1.56,1.12,1.06,0.36,2.13,1.07,1.3,0.54,0.97,2.32,4.15,0.86,0.9,2.71,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,1.04,0.22,0.71,1.68,2.16,3.17,1.48,0.97,0.54,2.39,1.24,3.02,1.25,2.23,1.5,0.74,2.8,3.09,0.7,1.62,2.07,2.74,2.41,1.18,5.41,0.94,0.6,3.11,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,0.81,0.26,1.02,1.47,0.98,1.72,2.09,1.88,0.85,2.19,1.07,1.53,0.97,1.61,0.46,2.9,2.58,1.14,1.59,0.83,0.09,2.39,0.72,0.7,0.97,1.5,2.82,2.24,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.22,1.47,2.06,0.38,0.54,1.01,3.19,1.94,1.24,1.62,2.58,2.41,1.84,1.04,1.38,4.56,1.57,1.47,3,1.18,1.72,1.65,0.86,1.86,1.99,2.17,1.6,1.07,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,1.75,0.74,2.07,0.47,4.03,1.88,1.25,1.28,1.71,1.65,2.21,2.78,0.56,2.72,5.78,1.56,0.84,2.73,0.78,1.19,3.5,0.68,2.66,0.84,1.78,2.25,0.25,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,1.81,2.47,2.86,2.61,1.71,0.27,0.9,1.17,1.19,2.02,1.32,2.38,2.71,0.62,0.63,2.79,2.3,2.39,1.8,0.5,4.78,1.29,1.45,3.19,1.47,1.33,2.31,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,2.39,2.38,2.34,2.21,1.62,3.3,2.56,1.92,3.16,2.04,2.4,3.98,1.89,3,1.6,2,2.63,2.23,2.3,2.87,6.53,1.57,1.57,1.97,3.36,6.17,0.65,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,3.8,0.85,1.34,0.97,5.06,3.14,0.26,3.55,0.49,1.72,1.8,2.38,1.74,1.83,1.3,0.71,1.74,2.08,0.71,1.14,1,1.14,0.86,1.15,0.69,2.18,5.22,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,4.09,2.45,2.34,1.84,3.89,0.96,2.01,2.69,1.48,1.92,1.75,5.82,0.76,1.28,3.81,2.49,1.73,3.32,1.78,1.94,2.08,3.6,2.92,0.98,1.96,3.08,1.57,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
